origin_state,origin_state_name,dest_state,dest_state_name,year,tons,value,tons_lag1,value_lag1,tons_growth,value_growth,distance_miles,cpi_pc1,target_next_year_tons
1,Alabama,5,Arkansas,2023,670.946399,1402.178822,692.401385,1382.054497,-0.030986341831190825,0.014561166034829666,352.5074578439604,4.1461049999999995,669.303029
1,Alabama,6,California,2019,847.393049,4334.869273,875.77801,4455.8178450000005,-0.03241113692726765,-0.02714396687820622,1879.3578354804624,1.8126316666666666,797.910441
1,Alabama,6,California,2020,797.910441,3952.328359,847.393049,4334.869273,-0.058393927184550255,-0.08824739338338984,1879.3578354804624,1.2548791666666668,726.636579
1,Alabama,6,California,2021,726.636579,3886.0838590000003,797.910441,3952.328359,-0.08932564149765275,-0.016760879659492835,1879.3578354804624,4.6765175,764.43823
1,Alabama,6,California,2022,764.43823,4016.396014,726.636579,3886.0838590000003,0.052022774647572476,0.0335330270082058,1879.3578354804624,7.998425833333333,806.1013379999999
1,Alabama,6,California,2023,806.1013379999999,4244.321419,764.43823,4016.396014,0.05450160178409702,0.05674873797442225,1879.3578354804624,4.1461049999999995,814.715041
1,Alabama,8,Colorado,2019,164.690964,496.511818,167.37662,504.563601,-0.016045586295146803,-0.015957914887324582,1143.6484777710193,1.8126316666666666,159.218859
1,Alabama,8,Colorado,2020,159.218859,474.85482,164.690964,496.511818,-0.03322650415720439,-0.04361829308965207,1143.6484777710193,1.2548791666666668,148.230243
1,Alabama,8,Colorado,2021,148.230243,468.70282499999996,159.218859,474.85482,-0.0690157941654387,-0.012955528175959246,1143.6484777710193,4.6765175,153.176455
1,Alabama,8,Colorado,2022,153.176455,469.742272,148.230243,468.70282499999996,0.033368440204203154,0.0022177101236802925,1143.6484777710193,7.998425833333333,154.043572
1,Alabama,8,Colorado,2023,154.043572,466.35871799999995,153.176455,469.742272,0.005660902649823091,-0.007203000883003479,1143.6484777710193,4.1461049999999995,154.409042
1,Alabama,9,Connecticut,2019,58.816137,209.55465,59.990694,213.351616,-0.0195789867008373,-0.01779675294327275,975.4994447315606,1.8126316666666666,55.759897
1,Alabama,9,Connecticut,2020,55.759897,195.148908,58.816137,209.55465,-0.05196261019318551,-0.0687445589969013,975.4994447315606,1.2548791666666668,50.09319
1,Alabama,9,Connecticut,2021,50.09319,183.083898,55.759897,195.148908,-0.10162692732377182,-0.061824634960294014,975.4994447315606,4.6765175,52.90934
1,Alabama,9,Connecticut,2022,52.90934,190.120914,50.09319,183.083898,0.05621822048066814,0.038436018005253494,975.4994447315606,7.998425833333333,54.285957
1,Alabama,9,Connecticut,2023,54.285957,194.878143,52.90934,190.120914,0.026018411872081624,0.025022123552383067,975.4994447315606,4.1461049999999995,55.56974
1,Alabama,10,Delaware,2019,47.409019,230.94955,48.542127,235.456614,-0.023342776059236136,-0.019141802489353786,769.1784456691453,1.8126316666666666,43.551885
1,Alabama,10,Delaware,2020,43.551885,215.098048,47.409019,230.94955,-0.08135865456317504,-0.06863621080881077,769.1784456691453,1.2548791666666668,37.93299
1,Alabama,10,Delaware,2021,37.93299,193.301187,43.551885,215.098048,-0.12901611491672524,-0.10133453651796973,769.1784456691453,4.6765175,40.576133
1,Alabama,10,Delaware,2022,40.576133,208.084934,37.93299,193.301187,0.06967926862606935,0.07648037360474153,769.1784456691453,7.998425833333333,41.913152000000004
1,Alabama,10,Delaware,2023,41.913152000000004,211.589119,40.576133,208.084934,0.032950872869033754,0.016840166813806935,769.1784456691453,4.1461049999999995,43.112312
1,Alabama,11,Washington DC,2019,3.78202,66.78929500000001,3.840245,67.965835,-0.015161793062682134,-0.017310756205672875,686.8734032936542,1.8126316666666666,3.500766
1,Alabama,11,Washington DC,2020,3.500766,60.464799,3.78202,66.78929500000001,-0.07436607950248812,-0.09469325885233569,686.8734032936542,1.2548791666666668,3.499747
1,Alabama,11,Washington DC,2021,3.499747,61.877759,3.500766,60.464799,-0.0002910791523911856,0.0233683072360829,686.8734032936542,4.6765175,3.4549339999999997
1,Alabama,11,Washington DC,2022,3.4549339999999997,63.935228,3.499747,61.877759,-0.01280463987825418,0.03325054160413283,686.8734032936542,7.998425833333333,3.425594
1,Alabama,11,Washington DC,2023,3.425594,64.561834,3.4549339999999997,63.935228,-0.008492202745406982,0.00980063760779898,686.8734032936542,4.1461049999999995,3.4302289999999998
1,Alabama,12,Florida,2019,8031.473627,12977.869882,8023.938303,13307.694478,0.0009391054262198258,-0.024784503171849763,465.50046014135427,1.8126316666666666,7978.69453
1,Alabama,12,Florida,2020,7978.69453,12483.030523,8031.473627,12977.869882,-0.006571533376212448,-0.038129474520801905,465.50046014135427,1.2548791666666668,7907.366255
1,Alabama,12,Florida,2021,7907.366255,12538.681742,7978.69453,12483.030523,-0.008939842819123425,0.004458149717527629,465.50046014135427,4.6765175,7680.480142
1,Alabama,12,Florida,2022,7680.480142,12533.399051,7907.366255,12538.681742,-0.028693006708337878,-0.000421311514934242,465.50046014135427,7.998425833333333,7489.594111
1,Alabama,12,Florida,2023,7489.594111,12638.644758,7680.480142,12533.399051,-0.02485339815621126,0.008397219826141483,465.50046014135427,4.1461049999999995,7680.92706
1,Alabama,13,Georgia,2019,13860.296895,21383.122957,14004.320404,21649.374649,-0.010284219786835474,-0.012298354863210794,180.36307605269135,1.8126316666666666,13424.616684
1,Alabama,13,Georgia,2020,13424.616684,19785.830135,13860.296895,21383.122957,-0.03143368531717148,-0.07469876244045578,180.36307605269135,1.2548791666666668,13342.743472
1,Alabama,13,Georgia,2021,13342.743472,19940.560502,13424.616684,19785.830135,-0.006098737411071127,0.007820261568216486,180.36307605269135,4.6765175,13558.870356
1,Alabama,13,Georgia,2022,13558.870356,20481.015496,13342.743472,19940.560502,0.01619808433352149,0.027103300027388554,180.36307605269135,7.998425833333333,13217.856824
1,Alabama,13,Georgia,2023,13217.856824,20647.838546,13558.870356,20481.015496,-0.02515058578232482,0.008145252857827292,180.36307605269135,4.1461049999999995,13378.882174
1,Alabama,16,Idaho,2019,27.68331,101.08185399999999,28.4198,103.198868,-0.02591467920252781,-0.020513926567489207,1680.8631266780685,1.8126316666666666,26.011779
1,Alabama,16,Idaho,2020,26.011779,96.15216400000001,27.68331,101.08185399999999,-0.06038046028455406,-0.04876928751227673,1680.8631266780685,1.2548791666666668,21.500504
1,Alabama,16,Idaho,2021,21.500504,84.49083300000001,26.011779,96.15216400000001,-0.1734320055540992,-0.12127996412020434,1680.8631266780685,4.6765175,24.081927
1,Alabama,16,Idaho,2022,24.081927,90.27492,21.500504,84.49083300000001,0.12006337153770912,0.06845816042552196,1680.8631266780685,7.998425833333333,25.482295999999998
1,Alabama,16,Idaho,2023,25.482295999999998,93.34159100000001,24.081927,90.27492,0.058150205338634145,0.03397035411385592,1680.8631266780685,4.1461049999999995,26.274219
1,Alabama,17,Illinois,2019,1190.027067,2276.194722,1213.563718,2329.32645,-0.019394656127977715,-0.022809910564489506,532.3453961761675,1.8126316666666666,1137.636621
1,Alabama,17,Illinois,2020,1137.636621,2160.052788,1190.027067,2276.194722,-0.04402458351814941,-0.05102460386075889,532.3453961761675,1.2548791666666668,1055.5980339999999
1,Alabama,17,Illinois,2021,1055.5980339999999,2006.548509,1137.636621,2160.052788,-0.07211317347351832,-0.07106505908225054,532.3453961761675,4.6765175,1101.77784
1,Alabama,17,Illinois,2022,1101.77784,2091.58505,1055.5980339999999,2006.548509,0.04374752937442483,0.042379509201289974,532.3453961761675,7.998425833333333,1116.888245
