origin_state,origin_state_name,dest_state,dest_state_name,feature_year,prediction_year,selected_model,predicted_tons
51,Virginia,21,Kentucky,2024,2025,linear_regression,1596.1911649528586
6,California,55,Wisconsin,2024,2025,linear_regression,1592.1634017277167
48,Texas,53,Washington,2024,2025,linear_regression,1580.1779177044473
36,New York,50,Vermont,2024,2025,linear_regression,1579.4787198199783
12,Florida,42,Pennsylvania,2024,2025,linear_regression,1576.2397627102803
13,Georgia,21,Kentucky,2024,2025,linear_regression,1572.582053321464
13,Georgia,42,Pennsylvania,2024,2025,linear_regression,1566.9096959702904
39,Ohio,12,Florida,2024,2025,linear_regression,1565.6860740251686
6,California,42,Pennsylvania,2024,2025,linear_regression,1558.0617224537418
45,South Carolina,51,Virginia,2024,2025,linear_regression,1548.0907828625839
55,Wisconsin,42,Pennsylvania,2024,2025,linear_regression,1544.9402620796504
30,Montana,38,North Dakota,2024,2025,linear_regression,1528.1600064079569
34,New Jersey,12,Florida,2024,2025,linear_regression,1520.3562994201257
23,Maine,42,Pennsylvania,2024,2025,linear_regression,1516.5647639330941
19,Iowa,48,Texas,2024,2025,linear_regression,1511.8620816404332
20,Kansas,6,California,2024,2025,linear_regression,1510.3223351794138
26,Michigan,29,Missouri,2024,2025,linear_regression,1507.64180244298
1,Alabama,37,North Carolina,2024,2025,linear_regression,1506.1872469147268
13,Georgia,51,Virginia,2024,2025,linear_regression,1504.3737201881308
5,Arkansas,18,Indiana,2024,2025,linear_regression,1500.064361242585
8,Colorado,35,New Mexico,2024,2025,linear_regression,1493.3064813202543
25,Massachusetts,48,Texas,2024,2025,linear_regression,1474.8641386974077
19,Iowa,26,Michigan,2024,2025,linear_regression,1473.772427053806
18,Indiana,12,Florida,2024,2025,linear_regression,1470.9129068750399
34,New Jersey,51,Virginia,2024,2025,linear_regression,1460.7157633038792
22,Louisiana,5,Arkansas,2024,2025,linear_regression,1451.18642675364
6,California,34,New Jersey,2024,2025,linear_regression,1448.596042891783
51,Virginia,47,Tennessee,2024,2025,linear_regression,1446.2552924719719
12,Florida,17,Illinois,2024,2025,linear_regression,1439.721872390759
13,Georgia,26,Michigan,2024,2025,linear_regression,1434.14031656741
47,Tennessee,42,Pennsylvania,2024,2025,linear_regression,1430.5866405759639
42,Pennsylvania,6,California,2024,2025,linear_regression,1424.118641871681
1,Alabama,45,South Carolina,2024,2025,linear_regression,1408.325530631524
17,Illinois,31,Nebraska,2024,2025,linear_regression,1408.1004155194157
16,Idaho,41,Oregon,2024,2025,linear_regression,1406.456092227745
25,Massachusetts,42,Pennsylvania,2024,2025,linear_regression,1403.053198055243
36,New York,24,Maryland,2024,2025,linear_regression,1400.793447822774
26,Michigan,34,New Jersey,2024,2025,linear_regression,1398.5816261471232
29,Missouri,21,Kentucky,2024,2025,linear_regression,1395.6712990481856
19,Iowa,39,Ohio,2024,2025,linear_regression,1394.791981950897
26,Michigan,13,Georgia,2024,2025,linear_regression,1390.1814534549724
18,Indiana,37,North Carolina,2024,2025,linear_regression,1383.7277523099426
29,Missouri,42,Pennsylvania,2024,2025,linear_regression,1382.7382856382553
8,Colorado,30,Montana,2024,2025,linear_regression,1366.8654466061744
37,North Carolina,17,Illinois,2024,2025,linear_regression,1359.1007963748266
19,Iowa,6,California,2024,2025,linear_regression,1352.0783537187247
33,New Hampshire,50,Vermont,2024,2025,linear_regression,1343.0575247678194
19,Iowa,18,Indiana,2024,2025,linear_regression,1335.4619241604491
1,Alabama,21,Kentucky,2024,2025,linear_regression,1328.422402859371
12,Florida,36,New York,2024,2025,linear_regression,1327.3436564855172
22,Louisiana,12,Florida,2024,2025,linear_regression,1322.6827577049273
48,Texas,31,Nebraska,2024,2025,linear_regression,1316.3330913824666
18,Indiana,6,California,2024,2025,linear_regression,1314.2899902609327
34,New Jersey,26,Michigan,2024,2025,linear_regression,1311.394371701455
37,North Carolina,26,Michigan,2024,2025,linear_regression,1307.997156760151
16,Idaho,6,California,2024,2025,linear_regression,1302.6396328132469
6,California,20,Kansas,2024,2025,linear_regression,1301.7238429550778
21,Kentucky,29,Missouri,2024,2025,linear_regression,1296.7611550310728
27,Minnesota,6,California,2024,2025,linear_regression,1284.9709285504516
31,Nebraska,29,Missouri,2024,2025,linear_regression,1284.595032726653
17,Illinois,1,Alabama,2024,2025,linear_regression,1282.1111339764566
36,New York,13,Georgia,2024,2025,linear_regression,1265.7621042806843
49,Utah,4,Arizona,2024,2025,linear_regression,1264.1578812745195
50,Vermont,25,Massachusetts,2024,2025,linear_regression,1263.3141863043793
55,Wisconsin,29,Missouri,2024,2025,linear_regression,1261.7605261014544
11,Washington DC,51,Virginia,2024,2025,linear_regression,1260.5274099768758
27,Minnesota,26,Michigan,2024,2025,linear_regression,1259.4319205245858
51,Virginia,45,South Carolina,2024,2025,linear_regression,1258.922426522569
26,Michigan,51,Virginia,2024,2025,linear_regression,1258.8467559667286
45,South Carolina,39,Ohio,2024,2025,linear_regression,1258.32058002113
55,Wisconsin,13,Georgia,2024,2025,linear_regression,1255.2227284883704
50,Vermont,36,New York,2024,2025,linear_regression,1253.1785868948236
29,Missouri,26,Michigan,2024,2025,linear_regression,1245.8800257388275
37,North Carolina,6,California,2024,2025,linear_regression,1224.6618925627336
44,Rhode Island,36,New York,2024,2025,linear_regression,1223.9691745913904
13,Georgia,18,Indiana,2024,2025,linear_regression,1222.518294094165
36,New York,26,Michigan,2024,2025,linear_regression,1220.6682248614436
48,Texas,51,Virginia,2024,2025,linear_regression,1216.546167256595
34,New Jersey,6,California,2024,2025,linear_regression,1208.716415209865
42,Pennsylvania,47,Tennessee,2024,2025,linear_regression,1206.8441052487558
17,Illinois,5,Arkansas,2024,2025,linear_regression,1199.429288210274
18,Indiana,1,Alabama,2024,2025,linear_regression,1197.1948453763391
34,New Jersey,37,North Carolina,2024,2025,linear_regression,1196.836028244308
29,Missouri,55,Wisconsin,2024,2025,linear_regression,1196.5305046583328
17,Illinois,37,North Carolina,2024,2025,linear_regression,1194.4160595890148
37,North Carolina,21,Kentucky,2024,2025,linear_regression,1188.850852363444
37,North Carolina,24,Maryland,2024,2025,linear_regression,1185.366045435012
31,Nebraska,48,Texas,2024,2025,linear_regression,1183.5350872375611
17,Illinois,34,New Jersey,2024,2025,linear_regression,1179.334200676466
25,Massachusetts,18,Indiana,2024,2025,linear_regression,1177.3094762837438
48,Texas,45,South Carolina,2024,2025,linear_regression,1166.5920587914568
40,Oklahoma,47,Tennessee,2024,2025,linear_regression,1164.2498112621524
51,Virginia,17,Illinois,2024,2025,linear_regression,1163.4613698642988
12,Florida,47,Tennessee,2024,2025,linear_regression,1163.2024387987676
38,North Dakota,17,Illinois,2024,2025,linear_regression,1161.3223804773652
26,Michigan,36,New York,2024,2025,linear_regression,1158.7520686109042
4,Arizona,26,Michigan,2024,2025,linear_regression,1151.815806276839
39,Ohio,1,Alabama,2024,2025,linear_regression,1138.703142295671
33,New Hampshire,36,New York,2024,2025,linear_regression,1138.2737705777927
39,Ohio,45,South Carolina,2024,2025,linear_regression,1125.0550625414896
32,Nevada,4,Arizona,2024,2025,linear_regression,1124.114682370027
21,Kentucky,6,California,2024,2025,linear_regression,1119.3287931777759
48,Texas,38,North Dakota,2024,2025,linear_regression,1116.428818415288
1,Alabama,17,Illinois,2024,2025,linear_regression,1107.3963505388977
25,Massachusetts,34,New Jersey,2024,2025,linear_regression,1102.437950049375
55,Wisconsin,47,Tennessee,2024,2025,linear_regression,1102.331650115009
13,Georgia,36,New York,2024,2025,linear_regression,1100.6221322693693
40,Oklahoma,6,California,2024,2025,linear_regression,1096.311380043212
8,Colorado,20,Kansas,2024,2025,linear_regression,1094.4030904511787
49,Utah,30,Montana,2024,2025,linear_regression,1091.196616495321
42,Pennsylvania,45,South Carolina,2024,2025,linear_regression,1090.747776565157
31,Nebraska,17,Illinois,2024,2025,linear_regression,1087.1239508550373
36,New York,33,New Hampshire,2024,2025,linear_regression,1087.101665845513
45,South Carolina,42,Pennsylvania,2024,2025,linear_regression,1080.704780937425
36,New York,45,South Carolina,2024,2025,linear_regression,1077.2661899132809
44,Rhode Island,9,Connecticut,2024,2025,linear_regression,1076.788161691181
21,Kentucky,45,South Carolina,2024,2025,linear_regression,1076.437919085377
45,South Carolina,21,Kentucky,2024,2025,linear_regression,1075.3295833843217
53,Washington,30,Montana,2024,2025,linear_regression,1071.2419260287759
34,New Jersey,13,Georgia,2024,2025,linear_regression,1070.226425845339
9,Connecticut,44,Rhode Island,2024,2025,linear_regression,1068.8229581951014
29,Missouri,39,Ohio,2024,2025,linear_regression,1065.2402450050924
12,Florida,22,Louisiana,2024,2025,linear_regression,1063.8234475106067
5,Arkansas,21,Kentucky,2024,2025,linear_regression,1055.0183679172255
31,Nebraska,6,California,2024,2025,linear_regression,1047.2378028657854
28,Mississippi,12,Florida,2024,2025,linear_regression,1046.799986513631
56,Wyoming,41,Oregon,2024,2025,linear_regression,1045.624214773479
37,North Carolina,18,Indiana,2024,2025,linear_regression,1045.5754924571074
51,Virginia,18,Indiana,2024,2025,linear_regression,1043.8537662361887
53,Washington,48,Texas,2024,2025,linear_regression,1038.4228078020255
6,California,16,Idaho,2024,2025,linear_regression,1032.3339468113752
1,Alabama,26,Michigan,2024,2025,linear_regression,1024.3859770622075
39,Ohio,27,Minnesota,2024,2025,linear_regression,1021.9008738190787
40,Oklahoma,31,Nebraska,2024,2025,linear_regression,1019.1223191203264
19,Iowa,38,North Dakota,2024,2025,linear_regression,1009.655216386418
8,Colorado,29,Missouri,2024,2025,linear_regression,1008.1303359839471
26,Michigan,12,Florida,2024,2025,linear_regression,1007.8993427303092
51,Virginia,48,Texas,2024,2025,linear_regression,1006.6149299118147
6,California,30,Montana,2024,2025,linear_regression,1004.3773908195992
47,Tennessee,36,New York,2024,2025,linear_regression,998.110089229717
31,Nebraska,27,Minnesota,2024,2025,linear_regression,991.7681425183639
32,Nevada,48,Texas,2024,2025,linear_regression,991.0761394042436
18,Indiana,51,Virginia,2024,2025,linear_regression,986.488276776262
34,New Jersey,18,Indiana,2024,2025,linear_regression,984.5707912102492
55,Wisconsin,12,Florida,2024,2025,linear_regression,981.7979145817176
42,Pennsylvania,55,Wisconsin,2024,2025,linear_regression,971.2272332691525
12,Florida,39,Ohio,2024,2025,linear_regression,970.6389899382851
24,Maryland,37,North Carolina,2024,2025,linear_regression,969.4836801382809
29,Missouri,36,New York,2024,2025,linear_regression,966.0837914164747
22,Louisiana,34,New Jersey,2024,2025,linear_regression,963.4036165368448
13,Georgia,22,Louisiana,2024,2025,linear_regression,954.7552110959482
26,Michigan,27,Minnesota,2024,2025,linear_regression,953.3503878988597
12,Florida,6,California,2024,2025,linear_regression,949.9980140057121
29,Missouri,13,Georgia,2024,2025,linear_regression,949.5163389671432
49,Utah,56,Wyoming,2024,2025,linear_regression,946.695823612639
45,South Carolina,18,Indiana,2024,2025,linear_regression,944.3996603715327
1,Alabama,18,Indiana,2024,2025,linear_regression,944.3502109505522
37,North Carolina,1,Alabama,2024,2025,linear_regression,943.933054066153
6,California,1,Alabama,2024,2025,linear_regression,936.5854745899893
26,Michigan,19,Iowa,2024,2025,linear_regression,930.4999550071166
24,Maryland,54,West Virginia,2024,2025,linear_regression,926.9620380380272
18,Indiana,34,New Jersey,2024,2025,linear_regression,920.7721005193248
29,Missouri,27,Minnesota,2024,2025,linear_regression,917.5567115974121
18,Indiana,28,Mississippi,2024,2025,linear_regression,915.8039681995011
42,Pennsylvania,21,Kentucky,2024,2025,linear_regression,915.6354256348001
54,West Virginia,21,Kentucky,2024,2025,linear_regression,915.207190176299
45,South Carolina,17,Illinois,2024,2025,linear_regression,901.9560689086945
17,Illinois,38,North Dakota,2024,2025,linear_regression,901.1253294782324
5,Arkansas,1,Alabama,2024,2025,linear_regression,898.1146444988858
6,California,24,Maryland,2024,2025,linear_regression,897.9819870430416
23,Maine,9,Connecticut,2024,2025,linear_regression,894.7534885519519
24,Maryland,39,Ohio,2024,2025,linear_regression,892.4422789835088
20,Kansas,5,Arkansas,2024,2025,linear_regression,878.1922284096435
21,Kentucky,36,New York,2024,2025,linear_regression,876.9265570752117
39,Ohio,24,Maryland,2024,2025,linear_regression,874.6050871958548
48,Texas,27,Minnesota,2024,2025,linear_regression,873.8167647590149
5,Arkansas,17,Illinois,2024,2025,linear_regression,870.2417360057184
47,Tennessee,55,Wisconsin,2024,2025,linear_regression,869.8915417271119
28,Mississippi,6,California,2024,2025,linear_regression,867.5999073520086
13,Georgia,34,New Jersey,2024,2025,linear_regression,866.0425927486502
39,Ohio,20,Kansas,2024,2025,linear_regression,864.1036995778794
55,Wisconsin,36,New York,2024,2025,linear_regression,862.4421248007257
1,Alabama,31,Nebraska,2024,2025,linear_regression,856.6860063057585
1,Alabama,42,Pennsylvania,2024,2025,linear_regression,854.1629457477264
12,Florida,28,Mississippi,2024,2025,linear_regression,851.4612018705061
51,Virginia,11,Washington DC,2024,2025,linear_regression,851.4487441670944
30,Montana,6,California,2024,2025,linear_regression,851.2099024827434
9,Connecticut,33,New Hampshire,2024,2025,linear_regression,850.0243574456026
32,Nevada,49,Utah,2024,2025,linear_regression,845.6585295640444
27,Minnesota,35,New Mexico,2024,2025,linear_regression,840.5599241609528
27,Minnesota,18,Indiana,2024,2025,linear_regression,839.4391330605046
51,Virginia,25,Massachusetts,2024,2025,linear_regression,831.9766009498185
45,South Carolina,6,California,2024,2025,linear_regression,828.6221366201689
17,Illinois,40,Oklahoma,2024,2025,linear_regression,827.9716921389004
48,Texas,19,Iowa,2024,2025,linear_regression,822.4533478942438
49,Utah,48,Texas,2024,2025,linear_regression,811.7335389935281
8,Colorado,4,Arizona,2024,2025,linear_regression,809.7294678512334
35,New Mexico,6,California,2024,2025,linear_regression,807.6289654127653
51,Virginia,26,Michigan,2024,2025,linear_regression,806.7534916503337
45,South Carolina,26,Michigan,2024,2025,linear_regression,804.1303391867169
36,New York,18,Indiana,2024,2025,linear_regression,792.4313432713462
1,Alabama,6,California,2024,2025,linear_regression,789.0861819458034
27,Minnesota,53,Washington,2024,2025,linear_regression,783.0012544078738
26,Michigan,37,North Carolina,2024,2025,linear_regression,782.4271700379763
37,North Carolina,54,West Virginia,2024,2025,linear_regression,782.3869717209926
36,New York,55,Wisconsin,2024,2025,linear_regression,781.6015605657725
28,Mississippi,37,North Carolina,2024,2025,linear_regression,777.9770816259371
21,Kentucky,12,Florida,2024,2025,linear_regression,775.4042299324168
51,Virginia,6,California,2024,2025,linear_regression,766.6342380964948
12,Florida,34,New Jersey,2024,2025,linear_regression,764.3253296529682
41,Oregon,48,Texas,2024,2025,linear_regression,762.2487038831064
42,Pennsylvania,1,Alabama,2024,2025,linear_regression,760.4084690288618
17,Illinois,28,Mississippi,2024,2025,linear_regression,757.3873761383884
8,Colorado,40,Oklahoma,2024,2025,linear_regression,755.0041380351809
27,Minnesota,39,Ohio,2024,2025,linear_regression,751.5905047188185
55,Wisconsin,51,Virginia,2024,2025,linear_regression,751.2043460000832
37,North Carolina,34,New Jersey,2024,2025,linear_regression,748.7706925075153
17,Illinois,53,Washington,2024,2025,linear_regression,748.0173590175509
45,South Carolina,36,New York,2024,2025,linear_regression,747.8948963886988
21,Kentucky,55,Wisconsin,2024,2025,linear_regression,744.2974918644157
17,Illinois,45,South Carolina,2024,2025,linear_regression,742.8045597703468
19,Iowa,42,Pennsylvania,2024,2025,linear_regression,742.6953052379396
6,California,35,New Mexico,2024,2025,linear_regression,737.9285348103599
53,Washington,17,Illinois,2024,2025,linear_regression,735.2778469592594
42,Pennsylvania,29,Missouri,2024,2025,linear_regression,733.3199140049261
22,Louisiana,47,Tennessee,2024,2025,linear_regression,729.3118798194744
26,Michigan,1,Alabama,2024,2025,linear_regression,727.6472310238613
48,Texas,24,Maryland,2024,2025,linear_regression,722.9579828051349
13,Georgia,55,Wisconsin,2024,2025,linear_regression,722.7776164837419
12,Florida,51,Virginia,2024,2025,linear_regression,718.003645918836
38,North Dakota,55,Wisconsin,2024,2025,linear_regression,713.757320243019
49,Utah,53,Washington,2024,2025,linear_regression,712.8857539274003
53,Washington,26,Michigan,2024,2025,linear_regression,709.6275069490265
25,Massachusetts,6,California,2024,2025,linear_regression,709.4897844478498
6,California,28,Mississippi,2024,2025,linear_regression,706.7765773317094
40,Oklahoma,17,Illinois,2024,2025,linear_regression,706.1226834602967
20,Kansas,27,Minnesota,2024,2025,linear_regression,704.5161768991342
22,Louisiana,6,California,2024,2025,linear_regression,699.9143120912777
38,North Dakota,19,Iowa,2024,2025,linear_regression,699.108976938773
13,Georgia,29,Missouri,2024,2025,linear_regression,698.0998416507464
55,Wisconsin,21,Kentucky,2024,2025,linear_regression,697.3422854814105
16,Idaho,48,Texas,2024,2025,linear_regression,695.1867174882807
20,Kansas,55,Wisconsin,2024,2025,linear_regression,689.3781840316758
17,Illinois,8,Colorado,2024,2025,linear_regression,682.8904669559478
55,Wisconsin,34,New Jersey,2024,2025,linear_regression,681.7624405567087
13,Georgia,24,Maryland,2024,2025,linear_regression,677.7497939169076
22,Louisiana,39,Ohio,2024,2025,linear_regression,676.5402517457206
48,Texas,56,Wyoming,2024,2025,linear_regression,675.3225298282267
1,Alabama,29,Missouri,2024,2025,linear_regression,672.37069903994
55,Wisconsin,1,Alabama,2024,2025,linear_regression,666.3383723847943
26,Michigan,4,Arizona,2024,2025,linear_regression,665.1721428548688
53,Washington,49,Utah,2024,2025,linear_regression,664.5500714634654
46,South Dakota,56,Wyoming,2024,2025,linear_regression,661.8619370217843
38,North Dakota,48,Texas,2024,2025,linear_regression,651.8419572283882
36,New York,54,West Virginia,2024,2025,linear_regression,651.1359169661388
20,Kansas,42,Pennsylvania,2024,2025,linear_regression,648.1656422006884
1,Alabama,5,Arkansas,2024,2025,linear_regression,647.0491972724152
45,South Carolina,28,Mississippi,2024,2025,linear_regression,643.0498791734535
47,Tennessee,22,Louisiana,2024,2025,linear_regression,642.2911976959647
47,Tennessee,34,New Jersey,2024,2025,linear_regression,640.1213898064597
51,Virginia,1,Alabama,2024,2025,linear_regression,638.5798128258547
20,Kansas,18,Indiana,2024,2025,linear_regression,636.0839614153695
55,Wisconsin,31,Nebraska,2024,2025,linear_regression,630.848114946455
6,California,37,North Carolina,2024,2025,linear_regression,627.8257284847757
39,Ohio,25,Massachusetts,2024,2025,linear_regression,625.7913020137279
1,Alabama,55,Wisconsin,2024,2025,linear_regression,624.5783836362193
38,North Dakota,39,Ohio,2024,2025,linear_regression,624.4754639473218
48,Texas,25,Massachusetts,2024,2025,linear_regression,622.7710497136727
29,Missouri,53,Washington,2024,2025,linear_regression,621.7412052693787
17,Illinois,25,Massachusetts,2024,2025,linear_regression,621.6424647680616
12,Florida,55,Wisconsin,2024,2025,linear_regression,621.3831199082892
6,California,5,Arkansas,2024,2025,linear_regression,613.2120285221158
54,West Virginia,36,New York,2024,2025,linear_regression,611.568079662622
29,Missouri,12,Florida,2024,2025,linear_regression,609.3260222601451
41,Oregon,49,Utah,2024,2025,linear_regression,603.589772064567
13,Georgia,5,Arkansas,2024,2025,linear_regression,601.7318528510103
48,Texas,9,Connecticut,2024,2025,linear_regression,599.5705160782584
34,New Jersey,29,Missouri,2024,2025,linear_regression,598.6601214366582
38,North Dakota,18,Indiana,2024,2025,linear_regression,596.1152509169265
40,Oklahoma,19,Iowa,2024,2025,linear_regression,595.9019128541934
24,Maryland,17,Illinois,2024,2025,linear_regression,594.1518274333008
55,Wisconsin,38,North Dakota,2024,2025,linear_regression,594.0220812668441
5,Arkansas,26,Michigan,2024,2025,linear_regression,590.7785443082815
18,Indiana,5,Arkansas,2024,2025,linear_regression,589.3593793939796
48,Texas,41,Oregon,2024,2025,linear_regression,587.7277551483969
28,Mississippi,29,Missouri,2024,2025,linear_regression,587.4055324010749
30,Montana,49,Utah,2024,2025,linear_regression,587.0107179461725
35,New Mexico,8,Colorado,2024,2025,linear_regression,586.0884516923095
34,New Jersey,47,Tennessee,2024,2025,linear_regression,583.7965681301546
6,California,51,Virginia,2024,2025,linear_regression,583.3243062949683
18,Indiana,31,Nebraska,2024,2025,linear_regression,581.4569176422956
39,Ohio,5,Arkansas,2024,2025,linear_regression,580.0332879870492
6,California,40,Oklahoma,2024,2025,linear_regression,578.61897710672
19,Iowa,13,Georgia,2024,2025,linear_regression,577.4438241512936
24,Maryland,12,Florida,2024,2025,linear_regression,576.9924042565725
18,Indiana,20,Kansas,2024,2025,linear_regression,576.6494128245532
40,Oklahoma,13,Georgia,2024,2025,linear_regression,572.0942822166413
29,Missouri,34,New Jersey,2024,2025,linear_regression,571.9932645117822
37,North Carolina,55,Wisconsin,2024,2025,linear_regression,568.4526467086904
9,Connecticut,39,Ohio,2024,2025,linear_regression,565.8954054618384
5,Arkansas,20,Kansas,2024,2025,linear_regression,564.9636505230442
4,Arizona,17,Illinois,2024,2025,linear_regression,563.1134459426378
22,Louisiana,37,North Carolina,2024,2025,linear_regression,562.656245752264
29,Missouri,49,Utah,2024,2025,linear_regression,561.5500389455688
26,Michigan,5,Arkansas,2024,2025,linear_regression,560.8098670435612
27,Minnesota,42,Pennsylvania,2024,2025,linear_regression,559.925754565355
18,Indiana,22,Louisiana,2024,2025,linear_regression,559.7991754915166
18,Indiana,24,Maryland,2024,2025,linear_regression,559.4313734060796
26,Michigan,45,South Carolina,2024,2025,linear_regression,558.7168310591353
22,Louisiana,40,Oklahoma,2024,2025,linear_regression,558.4973225755307
12,Florida,18,Indiana,2024,2025,linear_regression,557.2889426309602
27,Minnesota,29,Missouri,2024,2025,linear_regression,554.3794938609996
18,Indiana,54,West Virginia,2024,2025,linear_regression,553.9949914811722
6,California,25,Massachusetts,2024,2025,linear_regression,553.1381916050705
28,Mississippi,17,Illinois,2024,2025,linear_regression,552.7695079558719
5,Arkansas,42,Pennsylvania,2024,2025,linear_regression,552.7591957923022
31,Nebraska,55,Wisconsin,2024,2025,linear_regression,550.5194326715566
55,Wisconsin,53,Washington,2024,2025,linear_regression,550.3085707962895
5,Arkansas,12,Florida,2024,2025,linear_regression,548.4111940886041
12,Florida,26,Michigan,2024,2025,linear_regression,546.6536122692736
34,New Jersey,27,Minnesota,2024,2025,linear_regression,546.1438143886148
16,Idaho,17,Illinois,2024,2025,linear_regression,545.696717732495
36,New York,49,Utah,2024,2025,linear_regression,545.2106891671393
20,Kansas,13,Georgia,2024,2025,linear_regression,544.3165756055818
25,Massachusetts,17,Illinois,2024,2025,linear_regression,543.9164239354205
36,New York,47,Tennessee,2024,2025,linear_regression,543.5512920645436
39,Ohio,28,Mississippi,2024,2025,linear_regression,540.4088195523196
10,Delaware,12,Florida,2024,2025,linear_regression,533.7349224169444
47,Tennessee,20,Kansas,2024,2025,linear_regression,533.714091395783
55,Wisconsin,45,South Carolina,2024,2025,linear_regression,533.2651083888527
9,Connecticut,48,Texas,2024,2025,linear_regression,532.0268392126769
36,New York,21,Kentucky,2024,2025,linear_regression,530.1930139695505
8,Colorado,39,Ohio,2024,2025,linear_regression,529.3180260157427
12,Florida,21,Kentucky,2024,2025,linear_regression,527.8821912603181
22,Louisiana,29,Missouri,2024,2025,linear_regression,526.8928796630814
24,Maryland,48,Texas,2024,2025,linear_regression,526.3375151419709
37,North Carolina,29,Missouri,2024,2025,linear_regression,524.7987076598057
29,Missouri,8,Colorado,2024,2025,linear_regression,524.7847578038394
36,New York,10,Delaware,2024,2025,linear_regression,524.7105616878491
39,Ohio,40,Oklahoma,2024,2025,linear_regression,524.1889181495479
18,Indiana,45,South Carolina,2024,2025,linear_regression,522.4348469906656
54,West Virginia,18,Indiana,2024,2025,linear_regression,519.3887301902467
51,Virginia,10,Delaware,2024,2025,linear_regression,517.271820551758
21,Kentucky,19,Iowa,2024,2025,linear_regression,517.2483670504454
29,Missouri,37,North Carolina,2024,2025,linear_regression,514.8386903519992
34,New Jersey,55,Wisconsin,2024,2025,linear_regression,514.4660463166709
30,Montana,53,Washington,2024,2025,linear_regression,514.0118905947588
47,Tennessee,19,Iowa,2024,2025,linear_regression,511.0108152462958
5,Arkansas,39,Ohio,2024,2025,linear_regression,510.2052641920051
36,New York,23,Maine,2024,2025,linear_regression,509.2110746763195
21,Kentucky,34,New Jersey,2024,2025,linear_regression,508.3219824378399
53,Washington,4,Arizona,2024,2025,linear_regression,508.27538768746933
42,Pennsylvania,27,Minnesota,2024,2025,linear_regression,506.7096957932762
29,Missouri,28,Mississippi,2024,2025,linear_regression,505.9197501107427
16,Idaho,55,Wisconsin,2024,2025,linear_regression,505.66582735829775
29,Missouri,51,Virginia,2024,2025,linear_regression,505.252545303988
45,South Carolina,24,Maryland,2024,2025,linear_regression,504.36172555832275
29,Missouri,22,Louisiana,2024,2025,linear_regression,502.06639416071073
46,South Dakota,30,Montana,2024,2025,linear_regression,501.28207179384697
41,Oregon,4,Arizona,2024,2025,linear_regression,500.0492445879422
1,Alabama,36,New York,2024,2025,linear_regression,496.49779023271674
56,Wyoming,6,California,2024,2025,linear_regression,494.6221519003075
8,Colorado,17,Illinois,2024,2025,linear_regression,494.6128522082828
41,Oregon,27,Minnesota,2024,2025,linear_regression,493.5675287204408
37,North Carolina,25,Massachusetts,2024,2025,linear_regression,493.31196034724906
51,Virginia,55,Wisconsin,2024,2025,linear_regression,492.94478335119743
55,Wisconsin,37,North Carolina,2024,2025,linear_regression,491.95001033015774
48,Texas,30,Montana,2024,2025,linear_regression,490.0262052565098
20,Kansas,26,Michigan,2024,2025,linear_regression,489.21809056544964
22,Louisiana,45,South Carolina,2024,2025,linear_regression,489.0477128325424
10,Delaware,36,New York,2024,2025,linear_regression,487.6595366697369
4,Arizona,49,Utah,2024,2025,linear_regression,487.1677546630268
34,New Jersey,28,Mississippi,2024,2025,linear_regression,482.5158035588873
35,New Mexico,22,Louisiana,2024,2025,linear_regression,480.11048357043296
42,Pennsylvania,19,Iowa,2024,2025,linear_regression,479.46576570494767
40,Oklahoma,8,Colorado,2024,2025,linear_regression,476.4668000366164
35,New Mexico,4,Arizona,2024,2025,linear_regression,474.3605189909061
28,Mississippi,45,South Carolina,2024,2025,linear_regression,471.2852398992373
55,Wisconsin,25,Massachusetts,2024,2025,linear_regression,469.2752987342635
38,North Dakota,30,Montana,2024,2025,linear_regression,467.45169325401923
51,Virginia,9,Connecticut,2024,2025,linear_regression,466.0265097924538
42,Pennsylvania,33,New Hampshire,2024,2025,linear_regression,463.9048525489686
53,Washington,27,Minnesota,2024,2025,linear_regression,463.1231747553303
20,Kansas,39,Ohio,2024,2025,linear_regression,462.64578757902956
39,Ohio,8,Colorado,2024,2025,linear_regression,461.7093635733125
55,Wisconsin,20,Kansas,2024,2025,linear_regression,459.3946385440013
49,Utah,41,Oregon,2024,2025,linear_regression,458.84719377103755
37,North Carolina,27,Minnesota,2024,2025,linear_regression,457.8828742364186
24,Maryland,6,California,2024,2025,linear_regression,457.411134483231
9,Connecticut,23,Maine,2024,2025,linear_regression,457.2974863333971
45,South Carolina,55,Wisconsin,2024,2025,linear_regression,453.3369217660662
54,West Virginia,47,Tennessee,2024,2025,linear_regression,451.601884587436
54,West Virginia,34,New Jersey,2024,2025,linear_regression,450.34706238314146
54,West Virginia,37,North Carolina,2024,2025,linear_regression,447.09417691638015
17,Illinois,24,Maryland,2024,2025,linear_regression,446.70078815766396
24,Maryland,25,Massachusetts,2024,2025,linear_regression,446.5853472971888
22,Louisiana,26,Michigan,2024,2025,linear_regression,446.509737744918
39,Ohio,9,Connecticut,2024,2025,linear_regression,444.98308543706446
21,Kentucky,28,Mississippi,2024,2025,linear_regression,444.8057863189538
37,North Carolina,5,Arkansas,2024,2025,linear_regression,443.11993519920077
6,California,19,Iowa,2024,2025,linear_regression,442.7347681664626
40,Oklahoma,39,Ohio,2024,2025,linear_regression,440.758576371065
